ชื่อสาขา,ที่อยู่,ละติจูด,ลองจิจูด,คะแนนเฉลี่ย,จำนวนรีวิว,ลักษณะทำเล,ประเภทกลุ่มเป้าหมาย,จำนวนสาขาในรัศมี_2_กม,ระยะห่างจากสาขาใกล้สุด_กม,Place_ID
Café Amazon ร้านอเมซอน สาขาศูนย์ฝึกอบรมไฮเทค,99 ต.บ้านหว้า อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย,14.2508591,100.6082143,3.8,4,ไม่สามารถระบุได้,,3,0.92,ChIJEct5jcF34jARoJTwFq3QfXY
Café Amazon สาขา กรุงศรี VIP อยุธยา,162/4 คลองสวนพลู คลองสวนพลู ตำบลคลองสวนพลู อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000 ประเทศไทย,14.3393283,100.6004785,4.3,48,ไม่สามารถระบุได้,,3,0.99,ChIJJRBlhAZ14jARFsmsfooawDs
Café Amazon บางปะอิน กาญจนาภิเษก สาย9 ขาออก,5H36+JG3 ตำบล บางกระสั้น อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13180 ประเทศไทย,14.1540128,100.5612907,4.0,9,ไม่สามารถระบุได้,,0,4.57,ChIJhVEdTQB54jAREg-agkzOj34
Café Amazon ตลาดแกรนด์,51 215 ตลาดแกรนด์ ซอย 9 ตำบล ธนู อำเภออุทัย จังหวัดพระนครศรีอยุธยา 13000 ประเทศไทย,14.3509613,100.6067712,4.0,73,ไม่สามารถระบุได้,นักช้อป,3,0.91,ChIJ-b3yNDp14jAR5rGWLubZ57o
คาเฟ่ อเมซอน สาขาวัดใหญ่ชัยมงคล-วัดพนัญเชิง,เลขที่ 40 คาเฟ่ อเมซอน 32 ม.3 คลองสวนพลู ตำบล ไผ่ลิง อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000 ประเทศไทย,14.3463439,100.5911769,4.4,38,ไม่สามารถระบุได้,,4,1.27,ChIJSUeSnd514jAROktyDVDdvEo
Café Amazon,8GQH+2H8 ตำบล บ้านป้อม อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000 ประเทศไทย,14.3375455,100.528941,3.1,31,ไม่สามารถระบุได้,,0,2.54,ChIJuUodxadz4jARajakBANXch0
Café Amazon สาขา Big C สาขาอยุธยา,"80 หมู่ที่ 2 ต.บ้านกรด อ.บางปะอิน จ.พระนครศรีอยุธยา, อยุธยา, อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย",14.2585578,100.5971361,3.4,5,ไม่สามารถระบุได้,นักช้อป,2,1.47,ChIJq6qqqup34jARaJjQweerD8s
Cafe' Amazon,195 หมู่ 3 ถนนสายเอเชีย ตำบลบ้านเลน อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย,14.2288644,100.6098677,3.9,290,ไม่สามารถระบุได้,นักช้อป,1,1.54,ChIJ_QdUlwR44jARD51r1fep-qo
Café Amazon,11 ถ. อู่ทอง ตำบลท่าวาสุกรี อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000 ประเทศไทย,14.3424214,100.5598265,3.9,20,ไม่สามารถระบุได้,,2,1.43,ChIJDw6REDt04jARAP1SCeOIagg
Café Amazon สาขา บ้านกรด อยุธยา,8J37+HVC ตำบล บ้านกรด อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย,14.3039404,100.6146379,4.1,12,ไม่สามารถระบุได้,,3,1.51,ChIJedTfgOp34jARSEreAKQ5MII
คาเฟ่ อเมซอน,8JHF+5G8 ตำบลคลองสวนพลู อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000 ประเทศไทย,14.3279159,100.6238187,4.0,156,ไม่สามารถระบุได้,,2,1.14,ChIJsasjvgGKHTERjq57toCY4Yk
Café Amazon อุทัย-คุ้งลาน,8J2M+H5Q ทางหลวงแผ่นดินหมายเลข. 3056 ตำบล คุ้งลาน อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย,14.3014664,100.6329897,3.7,6,ไม่สามารถระบุได้,,2,1.34,ChIJES9qVteJHTERVFxFuA_lpaQ
Café Amazon วัดสุทธิ,"52,53 หมู่ที่ 3 ตำบล บ้านกรด อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย",14.315982,100.6080791,5.0,1,ไม่สามารถระบุได้,,2,1.02,ChIJQVrHEgB34jARkwFLEJAkDVE
Café Amazon PTT,"55 หมู่ 3 ต.บ้านหว้า อ.บางปะอิน จ.พระนครศรีอยุธยา, อยุธยา, อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย",14.2667083,100.6117549,4.1,199,ไม่สามารถระบุได้,นักช้อป,2,1.79,ChIJbQx8S9p34jAR5pX-RdmLoQY
Café Amazon อณาสิริ อยุธยา 2,3477 ตำบล เกาะเรียน อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000 ประเทศไทย,14.319876,100.5742,5.0,6,ไม่สามารถระบุได้,,0,2.94,ChIJf-LacAB34jARbVY0H0w6Ec4
Café Amazon บลูพลัส ออยล์ อินเตอร์2,7JRG+MHW ตำบล คุ้งลาน อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย,14.2909976,100.6268213,4.2,9,ไม่สามารถระบุได้,,2,1.34,ChIJFexFNVKJHTER7brrxaWV9YQ
Café Amazon โดมทอง,7GXG+P4Q AH2 ตำบลปากกราน อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000 ประเทศไทย,14.2989555,100.5260509,4.8,8,ไม่สามารถระบุได้,,0,4.28,ChIJmavhdQBx4jARiBt8bLvJUq4
คาเฟ่'อเมซอน สาขาตลาดเอกเซ็นเตอร์,88/43 44 ตำบล บ้านเลน อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย,14.2179491,100.5785636,4.5,31,ไม่สามารถระบุได้,นักช้อป,0,3.46,ChIJXZF2beh54jAR8Jg6FyzQaC4
อเมซอน นิคมฯไฮเทค,6JV6+423 ตำบล บ้านเลน อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160 ประเทศไทย,14.2427534,100.6100447,4.1,157,ไม่สามารถระบุได้,,2,0.92,ChIJZQp0fyh34jARxFnlaqr0aOM
Café Amazon,8JV5+5HR ตำบลคลองสวนพลู อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000 ประเทศไทย,14.342991,100.6088976,2.3,9,ไม่สามารถระบุได้,,3,0.91,ChIJYT0_kU514jARk7pYoDNUoLE
Cafe Amazon วังน้อย ขาออก,"7-Eleven, Ro Chana Road, Tambon Lam Ta Sao, Amphoe Bang Pa-in ตำบล ลำตาเสา อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย",14.2459803,100.7067118,5.0,2,ไม่สามารถระบุได้,นักช้อป,2,0.31,ChIJ8ScFDwCJHTERHbC_XnQJrbU
Café Amazon ตลาดสี่ขวาพัฒนา,7MGJ+4WR ตำบล ลำตาเสา อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.2753715,100.6822744,5.0,11,ไม่สามารถระบุได้,,0,3.98,ChIJ4X2nY5SJHTERkgsTCMFVyvc
Cafe Amazon,Unnamed Road 6PFR+3W2 ตำบล ข้าวงาม อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.2226496,100.7422535,4.8,8,ไม่สามารถระบุได้,,0,2.4,ChIJ2x3n0ByFHTERoL_bhzvh-ds
โรงคั่วกาแฟ อเมซอน,7RR5+M2F ตำบล ชะแมบ อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.2916968,100.8075324,4.6,180,ไม่สามารถระบุได้,,6,0.05,ChIJwzS4r6yPHTERZeREcZaxyBI
Cafe' Amazon DD 1178,6PMF+XHC ตำบล ลำตาเสา อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13710 ประเทศไทย,14.2349308,100.7238894,4.2,146,ไม่สามารถระบุได้,,1,1.9,ChIJWy4EeFmPHTERgdcaU6YssG8
ศูนย์กระจายสินค้า คาเฟ่อเมซอน,"88, 9 ตำบล สนับทึบ อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย",14.2943371,100.8048789,4.4,22,ไม่สามารถระบุได้,,6,0.05,ChIJp6FQ-siRHTERtgzWgXHKQco
ศูนย์ธุรกิจคาเฟ่ อเมซอน​ Oasys,7RR4+JVC ตำบล ชะแมบ อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.2915556,100.8071398,4.5,17,ไม่สามารถระบุได้,,6,0.05,ChIJebXKSdyRHTERKpmIBlU-A3E
คาเฟ่ อเมซอน,6PW3+FHC ตำบล ลำตาเสา อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.2461997,100.7038771,4.3,44,ไม่สามารถระบุได้,,1,0.31,ChIJweNzixOJHTERlhdPTrjlLy4
Site Work - Cafe Amazon,7RV5+W58 อย.1023 ตำบล ชะแมบ อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.2947859,100.8079519,5.0,1,ไม่สามารถระบุได้,,6,0.33,ChIJ3ZZz_7CRHTERnqYABHQziDI
โรงงานเบเกอรี่ Café Amazon,88 7RV4+H2 ตำบล สนับทึบ อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.2939375,100.8050625,5.0,3,ไม่สามารถระบุได้,,6,0.05,ChIJ9RK1tHuRHTERTIeCIEKEiOo
Cafe'Amazon ตลาดเซโต้,211 ตำบล ลำไทร อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.228022,100.7077384,4.5,2,ไม่สามารถระบุได้,,2,1.9,ChIJGf80Yw6HHTERzgJYSiWklqc
Café Amazon คาเฟ่ อเมซอน สน.ดีบี ปิโตรเลียมไผ่ต่ำ,8RWW+CMC สบ.1045 ตำบล ไผ่ต่ำ อำเภอหนองแค สระบุรี 18140 ประเทศไทย,14.3452908,100.8468197,4.3,18,ไม่สามารถระบุได้,,1,1.19,ChIJC2mRHQCTHTER7YEazjGqGNE
คาเฟ่ อเมซอน,ตำบล สนับทึบ อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 ประเทศไทย,14.2896941,100.8176762,4.5,717,ไม่สามารถระบุได้,นักช้อป,6,0.39,ChIJrbwxUMGRHTERl67sxxR_sCk
